App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,cat_ART_AND_DESIGN,cat_AUTO_AND_VEHICLES,cat_BEAUTY,cat_BOOKS_AND_REFERENCE,cat_BUSINESS,cat_COMICS,cat_COMMUNICATION,cat_DATING,cat_EDUCATION,cat_ENTERTAINMENT,cat_EVENTS,cat_FAMILY,cat_FINANCE,cat_FOOD_AND_DRINK,cat_GAME,cat_HEALTH_AND_FITNESS,cat_HOUSE_AND_HOME,cat_LIBRARIES_AND_DEMO,cat_LIFESTYLE,cat_MAPS_AND_NAVIGATION,cat_MEDICAL,cat_NEWS_AND_MAGAZINES,cat_PARENTING,cat_PERSONALIZATION,cat_PHOTOGRAPHY,cat_PRODUCTIVITY,cat_SHOPPING,cat_SOCIAL,cat_SPORTS,cat_TOOLS,cat_TRAVEL_AND_LOCAL,cat_VIDEO_PLAYERS,cat_WEATHER
5767,ART_AND_DESIGN,3.2,55,2.7,5000,1,0.0,1,9,2018-06-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6959,ART_AND_DESIGN,4.7,3632,5.5,500000,1,0.0,1,9,2018-07-31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,ART_AND_DESIGN,4.5,27,17.0,10000,1,0.0,1,9,2017-11-07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5871,ART_AND_DESIGN,4.0,450,14.0,100000,1,0.0,1,9,2018-04-20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,ART_AND_DESIGN,4.1,654,12.0,100000,1,0.0,1,9,2018-03-20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8130,ART_AND_DESIGN,4.7,7699,4.2,500000,1,0.0,2,9,2018-07-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6101,ART_AND_DESIGN,4.4,61,7.0,100000,1,0.0,1,10,2018-03-07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5037,ART_AND_DESIGN,4.7,118,23.0,50000,1,0.0,1,9,2018-07-07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125,ART_AND_DESIGN,4.8,192,6.0,10000,1,0.0,1,9,2018-04-25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2626,ART_AND_DESIGN,4.7,20260,25.0,500000,1,0.0,1,11,2017-10-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,ART_AND_DESIGN,4.1,203,6.1,100000,1,0.0,1,9,2018-03-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6915,ART_AND_DESIGN,3.9,136,4.6,10000,1,0.0,1,9,2018-07-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3860,ART_AND_DESIGN,4.1,223,4.2,100000,1,0.0,1,9,2017-08-22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7006,ART_AND_DESIGN,4.2,1120,9.2,100000,1,0.0,1,9,2018-07-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,ART_AND_DESIGN,4.1,227,5.2,50000,1,0.0,1,9,2018-05-31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,ART_AND_DESIGN,4.5,5035,11.0,100000,1,0.0,1,9,2018-07-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3859,ART_AND_DESIGN,4.2,1015,11.0,100000,1,0.0,1,9,2018-01-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5305,ART_AND_DESIGN,4.7,353,4.2,10000,1,0.0,4,9,2018-04-27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5268,ART_AND_DESIGN,3.8,564,9.2,100000,1,0.0,1,9,2018-07-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8677,ART_AND_DESIGN,4.7,8145,24.0,500000,1,0.0,1,11,2018-08-02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4531,ART_AND_DESIGN,4.1,36639,8.95,5000000,1,0.0,1,9,2018-07-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6832,ART_AND_DESIGN,4.7,158,11.0,10000,1,0.0,1,9,2017-11-29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5260,ART_AND_DESIGN,4.0,591,9.4,500000,1,0.0,1,9,2018-03-31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3454,ART_AND_DESIGN,4.2,117,15.0,10000,1,0.0,1,9,2018-07-20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7620,ART_AND_DESIGN,4.5,176,10.0,100000,1,0.0,1,9,2018-04-02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6870,ART_AND_DESIGN,3.8,2206,1.2,100000,1,0.0,1,11,2018-04-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7101,ART_AND_DESIGN,4.2,26,12.0,10000,1,0.0,1,9,2018-01-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5399,ART_AND_DESIGN,4.6,1070,26.0,100000,1,0.0,1,9,2017-11-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5842,ART_AND_DESIGN,4.2,85,8.0,100000,1,0.0,1,9,2017-12-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5261,ART_AND_DESIGN,4.3,845,7.9,100000,1,0.0,1,9,2018-05-28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6296,AUTO_AND_VEHICLES,4.2,367,25.0,100000,1,0.0,1,13,2018-05-10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7379,AUTO_AND_VEHICLES,4.0,1598,56.0,1000000,1,0.0,1,13,2018-07-26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8713,AUTO_AND_VEHICLES,3.8,284,57.0,100000,1,0.0,1,13,2018-07-26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8756,AUTO_AND_VEHICLES,4.6,17057,16.0,1000000,1,0.0,1,13,2018-07-30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,AUTO_AND_VEHICLES,3.9,129,35.0,100000,1,0.0,1,13,2018-07-26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6718,AUTO_AND_VEHICLES,4.3,542,33.0,100000,1,0.0,1,13,2018-07-31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8469,AUTO_AND_VEHICLES,4.9,10479,33.0,100000,1,0.0,1,13,2018-07-18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4810,AUTO_AND_VEHICLES,4.4,805,5.6,50000,1,0.0,1,13,2018-07-29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4070,AUTO_AND_VEHICLES,4.2,129,54.0,100000,1,0.0,1,13,2018-07-26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7439,AUTO_AND_VEHICLES,4.0,1403,201.0,100000,1,0.0,1,13,2014-08-26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7289,AUTO_AND_VEHICLES,3.9,3971,3.6,100000,1,0.0,1,13,2018-07-30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2552,AUTO_AND_VEHICLES,4.6,534,5.7,10000,1,0.0,1,13,2018-07-08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955,AUTO_AND_VEHICLES,4.9,7774,17.0,100000,1,0.0,1,13,2018-07-03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9451,AUTO_AND_VEHICLES,4.3,38846,8.6,1000000,1,0.0,1,13,2018-07-28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4646,AUTO_AND_VEHICLES,4.6,2431,2.4,100000,1,0.0,1,13,2018-06-12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2965,AUTO_AND_VEHICLES,4.9,6090,27.0,100000,1,0.0,1,13,2018-07-03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2483,AUTO_AND_VEHICLES,3.9,295,2.7,10000,1,0.0,1,13,2018-07-30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8755,AUTO_AND_VEHICLES,4.0,190,2.5,50000,1,0.0,1,13,2016-10-14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8722,AUTO_AND_VEHICLES,4.3,40211,16.0,5000000,1,0.0,1,13,2018-07-30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7292,AUTO_AND_VEHICLES,3.9,356,16.0,100000,1,0.0,1,13,2018-05-25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8759,AUTO_AND_VEHICLES,4.2,52530,7.0,5000000,1,0.0,1,13,2018-07-16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4458,AUTO_AND_VEHICLES,4.8,116986,35.0,5000000,1,0.0,1,13,2018-08-02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7587,AUTO_AND_VEHICLES,3.6,1379,16.0,500000,1,0.0,1,13,2018-08-02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6819,AUTO_AND_VEHICLES,4.8,736,16.0,100000,1,0.0,1,13,2018-07-29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8470,AUTO_AND_VEHICLES,4.8,7021,17.0,500000,1,0.0,1,13,2018-07-27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8097,AUTO_AND_VEHICLES,4.6,197,3.4,50000,1,0.0,1,13,2018-06-14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7090,AUTO_AND_VEHICLES,4.5,737,8.9,100000,1,0.0,1,13,2018-06-08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7088,AUTO_AND_VEHICLES,4.3,3574,3.9,1000000,1,0.0,2,13,2018-07-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546,AUTO_AND_VEHICLES,4.5,994,2.9,100000,1,0.0,1,13,2018-03-27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6993,AUTO_AND_VEHICLES,3.9,142,32.0,50000,1,0.0,1,13,2018-07-24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6873,AUTO_AND_VEHICLES,4.4,15168,37.0,1000000,1,0.0,1,13,2018-07-27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8135,AUTO_AND_VEHICLES,4.0,2155,15.0,500000,1,0.0,1,13,2018-07-30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7965,AUTO_AND_VEHICLES,4.3,138,5.4,100000,1,0.0,1,13,2018-07-23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8758,AUTO_AND_VEHICLES,3.7,5414,18.0,1000000,1,0.0,1,13,2018-07-23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2391,AUTO_AND_VEHICLES,4.4,21777,16.0,1000000,1,0.0,1,13,2018-08-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,AUTO_AND_VEHICLES,4.3,348,38.0,100000,1,0.0,1,13,2018-07-29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7306,AUTO_AND_VEHICLES,3.2,250,1.1,100000,1,0.0,1,13,2018-04-27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,AUTO_AND_VEHICLES,4.6,13372,16.0,1000000,1,0.0,1,13,2018-08-03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9299,AUTO_AND_VEHICLES,4.6,7880,16.0,100000,1,0.0,1,13,2018-05-10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7595,AUTO_AND_VEHICLES,4.5,3617,7.9,100000,1,0.0,1,13,2018-05-16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7590,AUTO_AND_VEHICLES,3.7,4806,35.0,1000000,1,0.0,1,13,2018-07-31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4695,AUTO_AND_VEHICLES,4.6,65786,16.0,1000000,1,0.0,1,13,2018-08-02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9334,AUTO_AND_VEHICLES,4.6,31433,17.0,1000000,1,0.0,1,13,2018-08-02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8757,AUTO_AND_VEHICLES,4.6,5097,19.0,1000000,1,0.0,1,13,2018-07-23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,AUTO_AND_VEHICLES,4.0,1754,14.0,500000,1,0.0,1,13,2018-06-02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5385,AUTO_AND_VEHICLES,4.4,2680,2.2,500000,1,0.0,1,13,2018-03-20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4811,AUTO_AND_VEHICLES,4.0,1288,4.5,100000,1,0.0,1,13,2018-04-21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5288,BEAUTY,4.7,18900,17.0,500000,1,0.0,1,14,2018-08-02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9508,BEAUTY,4.9,49790,14.0,1000000,1,0.0,1,14,2017-11-09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6533,BEAUTY,4.7,1150,9.8,100000,1,0.0,1,14,2018-05-15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,BEAUTY,3.9,1739,21.0,500000,1,0.0,1,14,2018-07-12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6229,BEAUTY,3.9,32090,9.2,1000000,1,0.0,1,14,2016-10-24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514,BEAUTY,4.2,2225,52.0,500000,1,0.0,1,14,2018-02-28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104,BEAUTY,4.6,4369,14.0,100000,1,0.0,1,14,2018-07-25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4443,BEAUTY,4.3,8572,25.0,1000000,1,0.0,1,14,2018-05-10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8471,BEAUTY,4.7,964,9.0,50000,1,0.0,1,14,2018-06-21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8703,BEAUTY,4.7,42050,9.2,1000000,1,0.0,1,14,2018-06-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7166,BEAUTY,4.8,104,12.0,10000,1,0.0,1,14,2018-06-26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7727,BEAUTY,4.2,17934,9.2,1000000,1,0.0,1,14,2017-09-12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8158,BEAUTY,4.3,601,35.0,100000,1,0.0,1,14,2018-06-02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2633,BEAUTY,4.5,36,6.7,10000,1,0.0,1,14,2018-07-26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7729,BEAUTY,4.1,187,30.0,50000,1,0.0,4,14,2018-07-24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9148,BEAUTY,4.3,182,5.7,100000,1,0.0,2,14,2017-09-20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4082,BEAUTY,4.2,30,2.9,10000,1,0.0,1,14,2018-04-09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6963,BEAUTY,4.5,134,17.0,10000,1,0.0,1,14,2018-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8029,BEAUTY,4.4,74,2.9,10000,1,0.0,1,14,2018-04-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,BEAUTY,4.0,113715,9.2,10000000,1,0.0,1,14,2017-08-03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4849,BEAUTY,4.1,3595,9.2,500000,1,0.0,1,14,2018-05-24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6230,BEAUTY,4.1,9315,2.6,1000000,1,0.0,1,14,2017-11-21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515,BEAUTY,4.4,75,4.2,50000,1,0.0,1,14,2017-10-18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5103,BEAUTY,4.6,38,7.1,10000,1,0.0,1,14,2018-05-29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7737,BEAUTY,4.5,26834,57.0,1000000,1,0.0,1,14,2018-07-24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
