Time (mins),Temperature,Tem.,TEM/1000,YFP,Mean11,Mean20,Mean23,,BLUE,Mean11,Mean20,Mean23,,RED,Mean11,Mean20,Mean23,,Timepoint,Cl-,,,,YFP/RED,Mean11,Mean20,Mean23
25.3,,2929.6875,2.9296875,,896.2832642,2530.560974,1396.113098,,,3199.436676,8600.454742,4350.229645,,,622.3321381,1739.834579,862.9863129,,,,,,,,1.440200834,1.454483664,1.617769688
25.4,,2929.6875,2.9296875,,901.0752869,2533.549286,1400.156464,,,3210.07959,8626.822266,4356.359863,,,620.2325745,1736.415863,859.3652039,,,,,,,,1.452802262,1.459068268,1.629291548
25.5,,2929.6875,2.9296875,,893.6203156,2524.951614,1394.31868,,,3214.704254,8629.558258,4362.139313,,,622.6459045,1739.663116,857.8382874,,,,,,,,1.435198255,1.451402625,1.625386393
25.6,,2929.6875,2.9296875,,902.3870087,2544.195724,1406.333054,,,3210.106873,8615.612,4358.129089,,,622.2045593,1744.917938,859.9458923,,,,,,,,1.450306005,1.458060387,1.635373884
25.7,,2929.6875,2.9296875,,895.7294312,2525.522278,1397.695374,,,3224.326721,8652.827942,4370.415833,,,622.4305878,1737.650864,858.2203217,,,,,,,,1.439083247,1.453411805,1.628597387
25.8,,2929.6875,2.9296875,,895.9661255,2514.826843,1401.054138,,,3235.412872,8659.369415,4392.532013,,,621.8854523,1731.288589,855.3036041,,,,,,,,1.440725333,1.452575185,1.638078141
25.9,,2929.6875,2.9296875,,899.2093201,2531.00827,1400.95578,,,3236.023224,8665.619904,4390.965118,,,626.5935822,1749.903214,862.7187653,,,,,,,,1.435075854,1.446370434,1.623884673
26,,2929.6875,2.9296875,,897.1106873,2518.342133,1395.197235,,,3230.985565,8651.158661,4394.896942,,,623.4857025,1743.757858,863.8249969,,,,,,,,1.438863287,1.444204034,1.615138761
26.1,,2929.6875,2.9296875,,899.276413,2525.239914,1406.860886,,,3251.765717,8682.051117,4387.362152,,,620.3621674,1734.112411,857.3530121,,,,,,,,1.449599057,1.456214659,1.640935374
26.2,,2929.6875,2.9296875,,908.5914764,2548.335251,1392.151291,,,3243.994446,8700.893127,4328.970764,,,621.0600891,1731.813568,861.1144714,,,,,,,,1.462968708,1.471483593,1.616685513
26.3,,2929.6875,2.9296875,,901.6719666,2525.516327,1382.936615,,,3259.247009,8699.890076,4344.142029,,,627.1848755,1745.3302,870.0290527,,,,,,,,1.437649411,1.44701348,1.589529235
26.4,,2929.6875,2.9296875,,909.4844513,2546.281326,1393.390945,,,3259.477661,8715.027954,4352.266724,,,624.9310608,1734.208832,862.087738,,,,,,,,1.45533565,1.468266843,1.6162983
26.5,,2929.6875,2.9296875,,918.108429,2553.373688,1400.632477,,,3269.509613,8719.770599,4363.877533,,,625.5863342,1733.99881,859.4831848,,,,,,,,1.467596683,1.472534856,1.629621733
26.6,,2929.6875,2.9296875,,906.8552246,2529.168945,1393.093628,,,3264.223389,8695.956543,4374.152832,,,629.1257477,1758.583084,863.2185822,,,,,,,,1.441453045,1.438185644,1.613836468
26.7,,2929.6875,2.9296875,,904.8011475,2532.41748,1393.590454,,,3268.296753,8717.966675,4386.66687,,,627.5161285,1752.931473,856.8109894,,,,,,,,1.441877119,1.444675687,1.626485271
26.8,,2929.6875,2.9296875,,906.1435394,2528.990829,1400.067734,,,3258.40387,8684.775452,4380.013245,,,628.0609436,1736.10611,865.9924622,,,,,,,,1.442763714,1.456702914,1.616720462
26.9,,2929.6875,2.9296875,,911.6951294,2537.286926,1394.264099,,,3267.288025,8699.249695,4389.092957,,,630.8269959,1748.888641,871.0909119,,,,,,,,1.445237974,1.450799591,1.600595392
27,,2929.6875,2.9296875,,906.1812286,2528.829422,1392.946732,,,3277.423401,8717.954163,4406.723206,,,633.5081329,1762.50386,865.3367462,,,,,,,,1.430417672,1.434793692,1.609716376
27.1,,2929.6875,2.9296875,,900.1484528,2512.589981,1394.284561,,,3295.002502,8758.500793,4438.705872,,,630.8634338,1759.47464,867.9839172,,,,,,,,1.426851525,1.428034212,1.606348382
27.2,,2929.6875,2.9296875,,911.7261353,2538.319275,1408.630432,,,3275.930511,8697.050629,4408.397308,,,632.0796204,1759.388519,863.5400085,,,,,,,,1.442422926,1.442728111,1.631227758
27.3,,2929.6875,2.9296875,,905.9507599,2527.93074,1404.672318,,,3267.293732,8676.496857,4415.783966,,,629.1527557,1747.582077,863.1023407,,,,,,,,1.439953575,1.44653048,1.627469016
27.4,,2929.6875,2.9296875,,905.9958191,2521.491425,1407.731415,,,3283.709808,8673.185394,4449.512054,,,629.062088,1740.556595,865.9057159,,,,,,,,1.440232747,1.448669599,1.625732905
27.5,,2929.6875,2.9296875,,908.7528534,2538.477707,1401.043869,,,3262.439514,8661.206604,4451.936096,,,630.6253967,1751.696564,870.4449768,,,,,,,,1.441034342,1.449153786,1.609572008
27.6,,2929.6875,2.9296875,,902.6135559,2528.499786,1397.804474,,,3273.354523,8755.816681,4414.865021,,,628.8135223,1747.263351,869.1394501,,,,,,,,1.43542326,1.447120026,1.608262602
27.7,,2923.177083,2.923177083,,903.8033447,2523.5177,1398.188965,,,3261.650146,8724.744629,4413.901855,,,628.7318878,1746.825455,870.9633942,,,,,,,,1.437501998,1.444630712,1.605336084
27.8,,2923.177083,2.923177083,,908.2353668,2540.019913,1403.710464,,,3283.299927,8707.656616,4439.217163,,,628.8235321,1756.596298,872.1620941,,,,,,,,1.444340615,1.445989562,1.609460528
27.9,,2929.6875,2.9296875,,903.6439362,2530.962173,1398.943253,,,3294.752075,8733.379272,4461.240112,,,627.1142731,1748.785721,867.5365753,,,,,,,,1.440955779,1.447268321,1.612546713
28,,2929.6875,2.9296875,,906.9824524,2519.978668,1408.652252,,,3291.126282,8746.213928,4461.415588,,,627.0983276,1751.960205,875.0415039,,,,,,,,1.446316172,1.43837666,1.60981193
28.1,,2923.177083,2.923177083,,913.9919739,2546.875519,1402.969879,,,3290.132629,8766.221497,4408.160461,,,631.089798,1765.815994,876.6497345,,,,,,,,1.448275629,1.442322149,1.60037678
28.2,,2929.6875,2.9296875,,908.2046509,2529.2276,1398.157166,,,3299.427368,8763.119019,4437.693237,,,630.539856,1764.7453,871.0403442,,,,,,,,1.440360419,1.43319696,1.605157757
28.3,,2923.177083,2.923177083,,909.503479,2536.629456,1406.153748,,,3294.590057,8770.485077,4444.198456,,,632.6189423,1759.032455,879.7619476,,,,,,,,1.437679807,1.442059496,1.598334358
28.4,,2923.177083,2.923177083,,914.0423889,2541.746368,1409.180939,,,3282.069611,8739.190216,4438.571564,,,633.0338898,1765.122391,878.9278107,,,,,,,,1.443907512,1.439983075,1.603295426
28.5,,2929.6875,2.9296875,,907.8413696,2533.488342,1397.68634,,,3303.52356,8762.706421,4505.250854,,,636.3320007,1777.472687,882.8474426,,,,,,,,1.426678791,1.425331799,1.583157262
28.6,,2929.6875,2.9296875,,907.7323303,2534.466949,1400.174469,,,3290.927826,8747.423676,4489.804535,,,632.6200409,1768.307114,878.1592865,,,,,,,,1.434877607,1.433273061,1.594442478
28.7,,2929.6875,2.9296875,,914.0033417,2551.288498,1414.468063,,,3288.021057,8784.679993,4458.948059,,,630.5573578,1764.418015,873.4537811,,,,,,,,1.449516575,1.445966022,1.619396577
28.8,,2929.6875,2.9296875,,907.4189301,2532.982285,1412.234848,,,3312.974304,8856.407654,4502.274353,,,634.8578796,1785.510406,876.5636292,,,,,,,,1.429326089,1.418632048,1.611103634
28.9,,2929.6875,2.9296875,,909.2846527,2540.448837,1419.68663,,,3291.965576,8787.009033,4496.406006,,,630.2103271,1771.578796,874.5614624,,,,,,,,1.442827281,1.434002734,1.623312587
29,,2929.6875,2.9296875,,913.8138428,2559.759521,1432.911865,,,3275.608551,8746.529938,4492.77652,,,634.8289795,1782.171997,876.5841064,,,,,,,,1.4394646,1.436314523,1.63465417
29.1,,2929.6875,2.9296875,,906.8186493,2523.060471,1414.183395,,,3281.742828,8766.122955,4503.498932,,,630.8639374,1778.138901,877.6056976,,,,,,,,1.437423501,1.418933284,1.611410909
29.2,,2929.6875,2.9296875,,901.3834991,2526.166946,1418.098953,,,3277.920349,8754.921082,4500.885437,,,631.4342804,1772.349686,879.9104767,,,,,,,,1.427517522,1.425320842,1.611640037
29.3,,2929.6875,2.9296875,,911.3985748,2550.08754,1437.705215,,,3283.799744,8778.177185,4509.385193,,,631.6337128,1778.282089,877.248764,,,,,,,,1.442922625,1.434017446,1.638879728
29.4,,2929.6875,2.9296875,,907.4323578,2536.567368,1427.409653,,,3280.026489,8782.282349,4515.692505,,,629.5585022,1773.078705,875.5889587,,,,,,,,1.441378926,1.430600548,1.630228018
29.5,,2929.6875,2.9296875,,911.5772858,2544.568985,1432.363174,,,3284.856476,8770.534943,4479.581818,,,634.7184753,1787.085907,883.6911316,,,,,,,,1.43619151,1.42386495,1.620886669
29.6,,2929.6875,2.9296875,,906.8139648,2535.303955,1428.028076,,,3302.056244,8799.198578,4501.104828,,,632.3117218,1788.273148,885.2869415,,,,,,,,1.434124868,1.417738648,1.613068045
29.7,,2929.6875,2.9296875,,911.5503387,2543.752121,1419.817673,,,3284.703125,8760.26001,4487.946045,,,628.917984,1778.822159,879.7323151,,,,,,,,1.449394614,1.430020482,1.613920108
29.8,,2929.6875,2.9296875,,910.6358948,2542.355865,1426.112091,,,3283.919373,8768.72406,4490.36322,,,631.1438446,1790.574387,884.4340057,,,,,,,,1.442834154,1.419854927,1.612457325
29.9,,2929.6875,2.9296875,,903.5685577,2524.886673,1416.468704,,,3291.927521,8777.830841,4510.489532,,,635.4922333,1792.418808,888.0344086,,,,,,,,1.421840442,1.408647723,1.595060609
30,,2929.6875,2.9296875,,907.3991394,2521.721405,1420.743622,,,3291.038574,8760.996826,4512.916748,,,630.0377655,1780.209274,883.5234833,,,,,,,,1.440229759,1.416530877,1.608042852
30.1,,2929.6875,2.9296875,,915.5622711,2544.24733,1435.656265,,,3285.574707,8730.625244,4513.960693,,,637.8393707,1787.9944,887.414444,,,,,,,,1.435411975,1.422961576,1.61779682
30.2,,2929.6875,2.9296875,,909.2830353,2529.981888,1424.050247,,,3310.055511,8783.726654,4537.426849,,,639.427124,1788.504456,886.6312866,,,,,,,,1.422027626,1.414579583,1.606135796
30.3,,2929.6875,2.9296875,,910.6461792,2538.983459,1414.732605,,,3303.137756,8768.113831,4540.686096,,,636.1576538,1781.003601,883.1349487,,,,,,,,1.431478775,1.425591424,1.601943856
30.4,,2929.6875,2.9296875,,918.9126434,2542.72966,1439.548508,,,3297.08902,8766.319244,4529.758209,,,636.1322937,1782.603424,885.1054993,,,,,,,,1.444530725,1.42641354,1.626414601
30.5,,2929.6875,2.9296875,,912.269516,2539.55394,1413.643539,,,3308.028687,8812.549927,4498.900513,,,637.7172699,1784.052048,887.9462128,,,,,,,,1.430523461,1.423475253,1.592037354
30.6,,2929.6875,2.9296875,,912.5858765,2534.374207,1417.477722,,,3307.17392,8799.692474,4498.21347,,,637.3174286,1777.657516,888.2954559,,,,,,,,1.431917339,1.425681934,1.595727765
30.7,,2929.6875,2.9296875,,914.6815186,2546.211548,1426.931396,,,3310.643372,8799.76178,4527.990784,,,634.9597015,1772.264816,887.6360321,,,,,,,,1.440534756,1.436699259,1.607563624
30.8,,2929.6875,2.9296875,,914.7454224,2537.352478,1422.261047,,,3310.490723,8794.811523,4530.128418,,,641.2421112,1795.011459,888.0414886,,,,,,,,1.426521132,1.413557816,1.601570496
30.9,,2929.6875,2.9296875,,911.6293488,2528.676224,1422.570511,,,3313.763519,8805.535736,4541.946381,,,638.2162476,1792.975037,887.3192749,,,,,,,,1.428401975,1.410324278,1.603222821
31,,2929.6875,2.9296875,,921.5394287,2549.317627,1443.472168,,,3306.783203,8751.552246,4540.668945,,,638.2778778,1784.879807,887.8109589,,,,,,,,1.443790331,1.428285321,1.625877844
31.1,,2929.6875,2.9296875,,919.6142731,2553.492935,1430.511734,,,3312.639221,8761.673645,4580.072571,,,634.7613678,1782.89595,888.9502716,,,,,,,,1.448755894,1.432216465,1.609214576
31.2,,2929.6875,2.9296875,,917.3314514,2548.284088,1434.985016,,,3302.317078,8783.60907,4519.494812,,,635.9578247,1778.314697,891.4250488,,,,,,,,1.442440702,1.432977016,1.609765193
31.3,,2929.6875,2.9296875,,916.4368439,2537.992752,1435.348343,,,3292.522339,8757.209839,4526.702026,,,632.0564117,1776.167984,891.2863922,,,,,,,,1.449928878,1.428914818,1.610423266
31.4,,2929.6875,2.9296875,,915.4844666,2534.863739,1426.858246,,,3303.614807,8756.77179,4540.580872,,,638.8016663,1783.385406,893.7484436,,,,,,,,1.433127863,1.421377415,1.596487531
31.5,,2929.6875,2.9296875,,916.0686493,2544.746384,1434.732834,,,3303.173828,8762.660645,4550.258301,,,637.0782776,1779.853973,893.558197,,,,,,,,1.437921652,1.429750093,1.605640056
31.6,,2929.6875,2.9296875,,915.7258911,2537.820374,1438.016785,,,3303.266968,8775.076294,4559.265259,,,631.6274567,1771.263504,891.9462433,,,,,,,,1.449787975,1.432774044,1.612223601
31.7,,2929.6875,2.9296875,,922.8840179,2556.268295,1447.737167,,,3295.393402,8714.404144,4503.842133,,,635.3709259,1781.084488,885.1657867,,,,,,,,1.452512195,1.435231351,1.635554818
31.8,,2929.6875,2.9296875,,918.0389557,2534.442642,1427.412125,,,3321.022797,8773.63681,4523.99765,,,639.5296783,1792.696243,893.5497589,,,,,,,,1.435490778,1.413760224,1.59746238
31.9,,2929.6875,2.9296875,,919.3402863,2532.388016,1431.09761,,,3309.195618,8736.395569,4526.040588,,,633.2016296,1775.675934,881.1506653,,,,,,,,1.451891851,1.426154383,1.624123623
32,,2929.6875,2.9296875,,921.2682343,2538.965866,1440.139694,,,3322.34903,8760.193268,4560.001373,,,639.4266357,1787.512268,896.1748657,,,,,,,,1.440772378,1.420390736,1.606985142
32.1,,2929.6875,2.9296875,,918.3553314,2526.25145,1433.337509,,,3316.111847,8746.0784,4553.496368,,,637.2988739,1784.697678,898.5142059,,,,,,,,1.44101201,1.41550666,1.595230771
32.2,,2929.6875,2.9296875,,918.3074036,2526.740509,1434.745514,,,3333.779449,8776.752838,4583.486237,,,638.0253143,1782.54863,890.991745,,,,,,,,1.439296189,1.417487561,1.610279244
32.3,,2929.6875,2.9296875,,915.3633575,2521.698685,1441.288284,,,3309.664276,8724.429169,4574.813934,,,638.4120331,1775.739853,891.2199554,,,,,,,,1.43381282,1.420083398,1.617208272
32.4,,2929.6875,2.9296875,,916.2927399,2519.37294,1437.802139,,,3319.40863,8765.510437,4585.200378,,,639.1300964,1789.588654,897.4160461,,,,,,,,1.433656066,1.407794431,1.602157824
32.5,,2929.6875,2.9296875,,914.1197052,2524.083328,1436.438675,,,3312.643616,8736.009827,4587.819397,,,635.9068146,1773.678055,893.8511505,,,,,,,,1.437505754,1.423078625,1.607022236
32.6,,2929.6875,2.9296875,,914.1522675,2522.539963,1442.741135,,,3289.997223,8681.99649,4562.181549,,,636.5359039,1777.458084,893.3858185,,,,,,,,1.436136221,1.419183938,1.614913853
32.7,,2929.6875,2.9296875,,908.6805115,2511.653534,1431.05954,,,3322.009918,8789.284821,4618.015778,,,640.0840454,1795.791077,901.734436,,,,,,,,1.419626872,1.398633486,1.587007752
32.8,,2929.6875,2.9296875,,915.2876892,2531.520599,1426.837128,,,3297.668274,8719.102112,4590.947327,,,637.0776672,1785.606659,900.4664001,,,,,,,,1.436697182,1.417736984,1.584553435
32.9,,2929.6875,2.9296875,,912.3085327,2531.2099,1431.259216,,,3296.997742,8755.108337,4558.374939,,,637.4814758,1787.461945,900.5721741,,,,,,,,1.431113793,1.416091631,1.589277637
33,,2929.6875,2.9296875,,911.4995422,2533.337799,1428.212799,,,3288.42691,8749.435699,4550.034821,,,634.8837433,1788.12178,898.7603302,,,,,,,,1.435695199,1.416759097,1.589091943
33.1,,2929.6875,2.9296875,,904.9493256,2513.086899,1420.728256,,,3279.27951,8715.055389,4540.335663,,,633.5314636,1790.005463,904.325531,,,,,,,,1.428420493,1.403954877,1.571036322
33.2,,2929.6875,2.9296875,,919.0327606,2539.787888,1445.827805,,,3255.836334,8661.818756,4525.978424,,,646.216156,1812.75119,906.8522644,,,,,,,,1.422175463,1.401068112,1.594336654
33.3,,2929.6875,2.9296875,,909.6362305,2522.773682,1436.555908,,,3282.477692,8728.526276,4578.325592,,,633.7293549,1798.161789,898.3525848,,,,,,,,1.435370199,1.402973691,1.599100323
33.4,,2942.708333,2.942708333,,904.0447235,2512.997849,1433.538376,,,3258.495026,8685.987701,4563.065338,,,631.9702301,1791.146255,897.9305573,,,,,,,,1.430517895,1.403010972,1.596491359
33.5,,2942.708333,2.942708333,,909.58255,2535.830353,1446.505035,,,3259.06955,8696.164276,4562.660858,,,633.6711884,1792.782089,908.9520111,,,,,,,,1.435417243,1.414466581,1.591398685
33.6,,2929.6875,2.9296875,,905.8991547,2523.025864,1436.64537,,,3271.757385,8720.045227,4562.962219,,,638.941391,1806.624313,904.793869,,,,,,,,1.4178126,1.396541519,1.587815103
33.7,,2929.6875,2.9296875,,905.1092072,2518.840652,1430.025467,,,3265.969604,8729.297974,4577.37854,,,632.6555481,1792.199066,895.6512146,,,,,,,,1.430650865,1.405446917,1.596632086
33.8,,2929.6875,2.9296875,,907.71138,2525.336868,1446.681717,,,3252.575134,8680.489441,4577.43573,,,633.8929596,1800.592422,903.282486,,,,,,,,1.431963183,1.40250333,1.601582826
33.9,,2929.6875,2.9296875,,903.598877,2508.168701,1438.840088,,,3270.062286,8684.364532,4565.987091,,,635.2813568,1805.831467,910.245163,,,,,,,,1.422360136,1.388927343,1.580717093
34,,2929.6875,2.9296875,,902.9470367,2517.938492,1427.133316,,,3279.989838,8695.988861,4581.524017,,,636.8411407,1803.288345,908.5251617,,,,,,,,1.417852866,1.396303868,1.570824206
34.1,,2929.6875,2.9296875,,905.949585,2518.645386,1417.755249,,,3265.546326,8637.169128,4554.94989,,,633.2090149,1804.637787,909.183197,,,,,,,,1.430727554,1.395651473,1.559372472
34.2,,2929.6875,2.9296875,,913.3980255,2531.069412,1428.748367,,,3275.428558,8689.727631,4589.811615,,,634.045517,1797.370773,907.7998505,,,,,,,,1.440587467,1.408206615,1.573858342
34.3,,2929.6875,2.9296875,,911.0147247,2528.26973,1424.975174,,,3268.600586,8682.92334,4574.385254,,,635.3633728,1799.483124,909.5485535,,,,,,,,1.433848352,1.404997744,1.566684009
34.4,,2929.6875,2.9296875,,906.5600586,2514.130615,1421.61792,,,3280.022003,8742.254181,4560.79129,,,631.664505,1792.321182,903.6286774,,,,,,,,1.435192339,1.402723262,1.573232408
34.5,,2929.6875,2.9296875,,912.0582428,2532.109756,1436.735977,,,3258.088013,8664.630493,4594.670044,,,636.0448914,1799.129303,909.6456604,,,,,,,,1.433952627,1.407408435,1.579445755
34.6,,2929.6875,2.9296875,,906.2928162,2524.683563,1428.222504,,,3262.368835,8690.265808,4588.932312,,,633.7097473,1799.818878,909.5213928,,,,,,,,1.430138672,1.402743128,1.570301166
34.7,,2936.197917,2.936197917,,910.3725433,2525.629257,1428.30394,,,3279.776215,8724.600189,4615.381927,,,635.3124542,1794.896805,907.2782745,,,,,,,,1.432952459,1.407116694,1.574273274
34.8,,2929.6875,2.9296875,,911.8167877,2534.906754,1441.88942,,,3263.027435,8697.087982,4555.487396,,,634.3585358,1791.571609,911.4304962,,,,,,,,1.437383966,1.414906745,1.582006994
34.9,,2929.6875,2.9296875,,904.9842682,2510.997818,1426.922134,,,3273.110474,8712.834106,4570.44104,,,638.0948181,1812.658783,909.4755554,,,,,,,,1.418259861,1.385256752,1.568950508
35,,2962.239583,2.962239583,,908.9278412,2521.022934,1434.752304,,,3331.013458,8867.698029,4667.249786,,,637.2860107,1813.049072,908.6082764,,,,,,,,1.42624791,1.390487975,1.579065854
35.1,,2955.729167,2.955729167,,911.6857605,2527.005585,1453.388641,,,3265.670013,8678.539886,4583.664398,,,634.9505768,1805.879959,908.4538116,,,,,,,,1.435837361,1.399320908,1.599848691
35.2,,2955.729167,2.955729167,,905.5713043,2518.324234,1446.603043,,,3245.385956,8646.738495,4572.543671,,,638.2319641,1809.561798,913.6148987,,,,,,,,1.418874884,1.391676281,1.583383814
35.3,,2968.75,2.96875,,906.7511139,2507.555191,1441.437515,,,3254.742157,8658.009979,4581.656952,,,634.6068268,1791.16774,905.6616364,,,,,,,,1.428839205,1.399955535,1.591585044
35.4,,2968.75,2.96875,,912.0667267,2524.59639,1452.474564,,,3235.447845,8610.666107,4568.107513,,,636.4951019,1799.449387,911.5186005,,,,,,,,1.432951682,1.402982717,1.59346673
35.5,,2968.75,2.96875,,909.5694733,2515.880753,1452.846329,,,3257.135681,8655.837341,4602.137634,,,631.1435089,1786.649002,910.3089142,,,,,,,,1.441145255,1.408156135,1.595992642
35.6,,2962.239583,2.962239583,,908.7164001,2513.439056,1449.424652,,,3234.815002,8618.031311,4583.714905,,,636.7124176,1804.818314,910.9019318,,,,,,,,1.427200688,1.39262719,1.591197254
35.7,,2962.239583,2.962239583,,912.0886078,2527.100815,1457.188095,,,3245.828827,8634.894745,4593.335663,,,639.04245,1804.246735,915.16922,,,,,,,,1.427273897,1.40064037,1.592260823
35.8,,2968.75,2.96875,,908.0046387,2520.096436,1454.492188,,,3247.551575,8656.235657,4614.68634,,,640.6944275,1814.533783,920.1817322,,,,,,,,1.417219504,1.388839634,1.580657534
35.9,,2962.239583,2.962239583,,909.9719696,2513.557785,1459.915451,,,3241.237274,8612.348602,4567.154755,,,641.9330292,1808.140366,919.6746674,,,,,,,,1.417549695,1.390134214,1.58742597
36,,2962.239583,2.962239583,,905.1124115,2510.658554,1452.558334,,,3247.353607,8599.163666,4572.066498,,,636.5332489,1804.47081,916.6126556,,,,,,,,1.421940508,1.391354485,1.584702464
36.1,,2955.729167,2.955729167,,915.7668762,2522.799103,1437.395294,,,3232.354156,8569.087555,4565.527008,,,638.1324768,1803.189728,919.5948792,,,,,,,,1.435073295,1.399075795,1.563074487
36.2,,2968.75,2.96875,,915.605072,2523.786346,1441.807587,,,3248.089417,8579.18219,4587.106995,,,638.083374,1792.158386,919.6826782,,,,,,,,1.434930151,1.408238449,1.567722891
36.3,,2968.75,2.96875,,914.0069733,2524.897964,1441.985489,,,3229.015747,8543.182495,4561.644897,,,641.2765656,1802.550858,924.9344025,,,,,,,,1.425292958,1.400736048,1.559013791
36.4,,2968.75,2.96875,,916.5217285,2528.677979,1443.761719,,,3254.924866,8593.965149,4607.84259,,,640.9872284,1802.163193,920.0290375,,,,,,,,1.429859579,1.403134849,1.569256686
36.5,,2968.75,2.96875,,926.50914,2539.044418,1451.9077,,,3238.494446,8550.735657,4582.955872,,,643.7757874,1819.589325,930.9906921,,,,,,,,1.439179848,1.395394215,1.55952977
36.6,,2968.75,2.96875,,918.5063477,2523.918213,1444.908691,,,3249.431488,8578.757172,4604.016937,,,643.743988,1805.135406,923.6854553,,,,,,,,1.426819302,1.39818775,1.564286504
36.7,,2968.75,2.96875,,915.2683563,2519.760788,1439.911545,,,3237.303192,8546.869598,4593.797333,,,640.0682068,1797.837555,919.0774231,,,,,,,,1.429954412,1.401550869,1.566692325
36.8,,2968.75,2.96875,,917.1222687,2520.946121,1442.947952,,,3224.692261,8514.181519,4588.427612,,,641.9129944,1803.384735,927.1247253,,,,,,,,1.428732985,1.397897006,1.556368753
36.9,,2968.75,2.96875,,916.8172607,2519.671387,1448.95874,,,3236.559235,8592.283844,4555.671051,,,638.9418793,1796.735275,923.5558319,,,,,,,,1.434899309,1.40236095,1.568891333
37,,2968.75,2.96875,,910.0139923,2514.606277,1446.101761,,,3216.366547,8542.745209,4529.941498,,,638.5300598,1793.172211,923.0591736,,,,,,,,1.425170168,1.402322801,1.566640365
37.1,,2968.75,2.96875,,922.2062531,2532.090897,1459.375076,,,3233.817566,8581.674255,4549.730408,,,641.6682281,1804.571487,922.1057892,,,,,,,,1.437201053,1.403153554,1.582654716
37.2,,2968.75,2.96875,,916.3235321,2515.679733,1446.53093,,,3234.896973,8572.197266,4545.525391,,,643.1052399,1804.246048,928.2597198,,,,,,,,1.424842274,1.39431079,1.558325648
37.3,,2968.75,2.96875,,915.0764618,2514.968552,1450.84343,,,3244.076233,8599.695129,4564.789856,,,638.9601746,1791.70285,924.6811218,,,,,,,,1.432133798,1.40367503,1.569020277
37.4,,2962.239583,2.962239583,,916.8728027,2524.271484,1458.812744,,,3234.768677,8580.42395,4568.098267,,,638.1637115,1786.441605,923.7543488,,,,,,,,1.436736038,1.413016512,1.579221517
37.5,,2968.75,2.96875,,918.2168732,2520.243729,1460.510941,,,3242.649872,8585.32663,4591.168427,,,642.0347137,1804.608627,922.4399261,,,,,,,,1.43016702,1.396559725,1.583312798
37.6,,2968.75,2.96875,,915.0761719,2509.219238,1458.412354,,,3231.826813,8566.069,4586.519196,,,643.0545044,1806.428894,922.6946411,,,,,,,,1.423014948,1.389049548,1.580601305
37.7,,2968.75,2.96875,,921.0360107,2517.901733,1464.791626,,,3239.561584,8549.207092,4588.470276,,,640.5958405,1793.891922,933.8069611,,,,,,,,1.437780192,1.40359723,1.568623588
37.8,,2968.75,2.96875,,916.2813263,2510.442947,1460.167435,,,3240.464691,8572.551361,4603.49765,,,646.9903564,1822.467468,930.7400513,,,,,,,,1.416220995,1.377496713,1.568824112
37.9,,2968.75,2.96875,,916.5161438,2509.05484,1464.416779,,,3227.639862,8541.690887,4595.347626,,,640.9337158,1798.576782,922.4217529,,,,,,,,1.429970247,1.395022367,1.587578322
38,,2968.75,2.96875,,921.1275482,2515.407333,1471.717026,,,3225.985229,8517.386353,4605.511353,,,645.1974335,1802.782944,927.5134125,,,,,,,,1.427667719,1.395291287,1.586733955
38.1,,2968.75,2.96875,,924.5110931,2524.993515,1482.676498,,,3247.864929,8527.99408,4583.430603,,,645.8534546,1810.902832,933.1810303,,,,,,,,1.43145645,1.394328547,1.588841233
38.2,,2968.75,2.96875,,918.217392,2511.500961,1480.991684,,,3307.276581,8694.306366,4680.826874,,,642.4059601,1810.479568,931.1112823,,,,,,,,1.429341334,1.387202046,1.590563569
38.3,,2968.75,2.96875,,927.2420349,2526.193817,1480.624481,,,3229.98114,8497.500916,4575.698181,,,644.5636444,1806.041794,932.3530731,,,,,,,,1.438557764,1.398746046,1.588051269
38.4,,2968.75,2.96875,,926.7640839,2519.028122,1476.571579,,,3236.820953,8514.384186,4588.362701,,,641.546051,1805.655426,932.8548889,,,,,,,,1.444579204,1.395076871,1.582852378
38.5,,2968.75,2.96875,,921.0638428,2518.938477,1455.375244,,,3231.115509,8525.121857,4599.935822,,,644.046524,1806.208572,928.9395294,,,,,,,,1.430120043,1.394600001,1.566706118
38.6,,2968.75,2.96875,,925.1286926,2523.518219,1460.911163,,,3227.354614,8524.976685,4543.630981,,,640.4626923,1798.893112,933.0665741,,,,,,,,1.444469294,1.402817211,1.565709462
38.7,,2968.75,2.96875,,924.1740875,2521.149429,1469.068008,,,3229.946198,8513.235504,4569.762848,,,637.3866882,1783.002655,932.606781,,,,,,,,1.449942562,1.413990844,1.575227672
38.8,,2968.75,2.96875,,923.5601044,2517.343185,1466.041672,,,3212.722595,8475.938171,4567.697937,,,642.8261566,1802.729904,925.7629852,,,,,,,,1.436718302,1.396406184,1.583603682
38.9,,2968.75,2.96875,,915.3482056,2500.538513,1464.850281,,,3224.241364,8493.92569,4583.125885,,,641.6997986,1800.203094,925.2255554,,,,,,,,1.426443031,1.389031338,1.583235863
39,,2968.75,2.96875,,918.1336517,2510.698471,1466.327499,,,3223.243713,8503.614563,4579.219055,,,643.6094666,1803.815094,929.7834778,,,,,,,,1.426538451,1.391882394,1.577063407
